cycle,range_bin,doppler_bin,output_hex
1659525000,56,27,fe940229
1659535000,56,28,01b1fda7
1659545000,56,29,fea6ff04
1659555000,56,30,003001e8
1659565000,56,31,0087fe39
1661445000,57,0,ffe30097
1661455000,57,1,fed9fe6a
1661465000,57,2,016e0173
1661475000,57,3,fe63fefb
1661485000,57,4,00b30163
1661495000,57,5,01a4ff08
1661505000,57,6,fec700a3
1661515000,57,7,ff700028
1661525000,57,8,ff0900b9
1661535000,57,9,02effd38
1661545000,57,10,ffda00c7
1661555000,57,11,fc5f0207
1661565000,57,12,0451febd
1661575000,57,13,fda8000a
1661585000,57,14,0061ff93
1661595000,57,15,005a0042
1663475000,57,16,fe78017d
1663485000,57,17,01fefef6
1663495000,57,18,ff92ff10
1663505000,57,19,008000cb
1663515000,57,20,fdba0108
1663525000,57,21,039efda2
1663535000,57,22,ff740221
1663545000,57,23,fdc7fe6d
1663555000,57,24,01940315
1663565000,57,25,fd36fcec
1663575000,57,26,02b0feda
1663585000,57,27,fe0c02b9
1663595000,57,28,00d6fd9a
1663605000,57,29,0052ffe0
1663615000,57,30,ff3e00f1
1663625000,57,31,0049ff1b
1665505000,58,0,008bff4d
1665515000,58,1,fef80080
1665525000,58,2,012a015f
1665535000,58,3,fee8fe10
1665545000,58,4,011900e1
1665555000,58,5,ff900001
1665565000,58,6,0005ff88
1665575000,58,7,fff0018f
1665585000,58,8,fe91ffff
1665595000,58,9,034cfcdc
1665605000,58,10,fdca0287
1665615000,58,11,ff6cffd0
1665625000,58,12,033fff4f
1665635000,58,13,fce8ff8f
1665645000,58,14,007b01c6
1665655000,58,15,0018fef5
1667535000,58,16,0266ff8d
1667545000,58,17,fc720062
1667555000,58,18,0405ff0a
1667565000,58,19,00280134
1667575000,58,20,fdb5ffde
1667585000,58,21,00be00a5
1667595000,58,22,00d8ff3d
1667605000,58,23,fe7900f0
1667615000,58,24,017000c9
1667625000,58,25,fd72fe2e
1667635000,58,26,0075ffae
1667645000,58,27,011a0118
1667655000,58,28,ff55fea4
1667665000,58,29,fffa0043
1667675000,58,30,003e0093
1667685000,58,31,fee9000c
1669565000,59,0,ffd1fe18
1669575000,59,1,ffae010e
1669585000,59,2,00c2fe7a
1669595000,59,3,ff7a0177
1669605000,59,4,fec60011
1669615000,59,5,0376ff89
1669625000,59,6,fd5200cf
1669635000,59,7,0076fe29
1669645000,59,8,feb303c8
1669655000,59,9,02f6fb24
1669665000,59,10,ff02022c
1669675000,59,11,fe7c018b
1669685000,59,12,0246fd57
1669695000,59,13,ff2a00f9
1669705000,59,14,febaff83
1669715000,59,15,00f001e1
1671595000,59,16,000bfeea
1671605000,59,17,ff9eff3f
1671615000,59,18,00590070
1671625000,59,19,0119fede
1671635000,59,20,ffbc0396
1671645000,59,21,fed2fbca
1671655000,59,22,0151022d
1671665000,59,23,fecc00ee
1671675000,59,24,01090026
1671685000,59,25,fccafe1d
1671695000,59,26,021100b2
1671705000,59,27,ff790152
1671715000,59,28,00ecfd66
1671725000,59,29,ff22010e
1671735000,59,30,ff91ff5d
1671745000,59,31,00ce01a6
1673625000,60,0,fecafdf1
1673635000,60,1,01e10091
1673645000,60,2,ff8cfeb2
1673655000,60,3,ff7d0153
1673665000,60,4,ff96ff5d
1673675000,60,5,01e2016f
1673685000,60,6,fd92fe54
1673695000,60,7,024e00bf
1673705000,60,8,fdbc023f
1673715000,60,9,01e7fb8b
1673725000,60,10,0028010a
1673735000,60,11,fe150305
1673745000,60,12,02fcfd2b
1673755000,60,13,fd4600d1
1673765000,60,14,00eafe50
1673775000,60,15,ffe80375
1675655000,60,16,fd3efe77
1675665000,60,17,0214fdfc
1675675000,60,18,00a902c0
1675685000,60,19,feda0010
1675695000,60,20,0138fe74
1675705000,60,21,ff4600cc
1675715000,60,22,004900f3
1675725000,60,23,fee5ff47
1675735000,60,24,01660153
1675745000,60,25,fd52fe0c
1675755000,60,26,0195ff3a
1675765000,60,27,ff6c041e
1675775000,60,28,015cfaba
1675785000,60,29,ff9c022c
1675795000,60,30,fef1fffb
1675805000,60,31,022d014b
1677685000,61,0,fffa0171
1677695000,61,1,0162fe2d
1677705000,61,2,fe8dff7a
1677715000,61,3,007a02a5
1677725000,61,4,0046fe41
1677735000,61,5,015bff95
1677745000,61,6,fde10176
1677755000,61,7,00fafeac
1677765000,61,8,001a026d
1677775000,61,9,fe80fcf3
1677785000,61,10,0323ff5c
1677795000,61,11,fd8601f1
1677805000,61,12,010a00d9
1677815000,61,13,fe9bfee3
1677825000,61,14,01d3fed4
1677835000,61,15,fe66010e
1679715000,61,16,fe4bfdc3
1679725000,61,17,019300d7
1679735000,61,18,009e02ab
1679745000,61,19,fee1fc1b
1679755000,61,20,ff77029c
1679765000,61,21,0161fd67
1679775000,61,22,00460247
1679785000,61,23,ff30ff1d
1679795000,61,24,014b01ab
1679805000,61,25,fdd9fe75
1679815000,61,26,02ea01ad
1679825000,61,27,fd15ff03
1679835000,61,28,019bffa6
1679845000,61,29,ff470009
1679855000,61,30,01b2ff39
1679865000,61,31,ff9e01e1
1681745000,62,0,ffa9ffc2
1681755000,62,1,00060091
1681765000,62,2,00f5ff07
1681775000,62,3,fe6effb8
1681785000,62,4,0115024d
1681795000,62,5,0086fdbb
1681805000,62,6,fef20157
1681815000,62,7,0018fe3a
1681825000,62,8,015304dc
1681835000,62,9,fd66f9ed
1681845000,62,10,035b01a3
1681855000,62,11,fd560112
1681865000,62,12,024300d5
1681875000,62,13,ff3afe13
1681885000,62,14,fe72ffdf
1681895000,62,15,00f00110
1683775000,62,16,0109007e
1683785000,62,17,fee70112
1683795000,62,18,ffbbff2a
1683805000,62,19,01cafe01
1683815000,62,20,fee804ae
1683825000,62,21,00aafc2b
1683835000,62,22,ffcd021e
1683845000,62,23,fd86fec2
1683855000,62,24,032102ac
1683865000,62,25,fd61fd94
1683875000,62,26,0135ff86
1683885000,62,27,fece00e5
1683895000,62,28,0176ffd8
1683905000,62,29,004e016f
1683915000,62,30,fea3fe82
1683925000,62,31,004affa8
1685805000,63,0,0076022a
1685815000,63,1,0095fd8c
1685825000,63,2,00ac007c
1685835000,63,3,fd28010f
1685845000,63,4,0223fe9f
1685855000,63,5,015200d1
1685865000,63,6,fdddffae
1685875000,63,7,0141021e
1685885000,63,8,fe1efc1c
1685895000,63,9,01f50270
1685905000,63,10,ff8efd60
1685915000,63,11,ff140353
1685925000,63,12,00c5fe77
1685935000,63,13,01000047
1685945000,63,14,fda5ff4a
1685955000,63,15,006f003c
1687835000,63,16,fedc0099
1687845000,63,17,00c3fee1
1687855000,63,18,01e50270
1687865000,63,19,fd10fdf7
1687875000,63,20,009c0139
1687885000,63,21,00c5ff30
1687895000,63,22,ff820133
1687905000,63,23,0184ff15
1687915000,63,24,ff8e0119
1687925000,63,25,fdf9ff4f
1687935000,63,26,02c501f0
1687945000,63,27,ff20fe87
1687955000,63,28,fe3e0031
1687965000,63,29,00d7ff88
1687975000,63,30,00e8ffd9
1687985000,63,31,ff8cfffd
